"Name","Bd_Inhibition","Bd_Inhibition_Prior","TaxaID","Dataset","NameNoDSLabel"
"Woodhams:Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Microbacterium;_1","Inhibitory",1,"Taxon102","Woodhams","Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Microbacterium;_1"
"Woodhams:Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Microbacterium;_2","Inhibitory",1,"Taxon103","Woodhams","Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Microbacterium;_2"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;_15","Inhibitory",1,"Taxon104","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;_15"
"Woodhams:Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;_5","Inhibitory",1,"Taxon105","Woodhams","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;_5"
"Woodhams:Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;succinicans;_6","Inhibitory",1,"Taxon106","Woodhams","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;succinicans;_6"
"Woodhams:Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;_2","Inhibitory",1,"Taxon107","Woodhams","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;_2"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_10","Inhibitory",1,"Taxon108","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_10"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_11","Inhibitory",1,"Taxon109","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_11"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;_16","Inhibitory",1,"Taxon110","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;_16"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;_17","Inhibitory",1,"Taxon111","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;_17"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;_1","Inhibitory",1,"Taxon112","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;_1"
"Woodhams:Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;_5","Inhibitory",1,"Taxon113","Woodhams","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;_5"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_12","Inhibitory",1,"Taxon114","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_12"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_13","Inhibitory",1,"Taxon115","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_13"
"Woodhams:Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Rhodococcus;fascians;_1","Inhibitory",1,"Taxon116","Woodhams","Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Rhodococcus;fascians;_1"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;_1","Inhibitory",1,"Taxon117","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;_1"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;_2","Inhibitory",1,"Taxon118","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;_2"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;_3","Inhibitory",1,"Taxon119","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;_3"
"Woodhams:Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;[Weeksellaceae];Chryseobacterium;_6","Inhibitory",1,"Taxon120","Woodhams","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;[Weeksellaceae];Chryseobacterium;_6"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;_1","Inhibitory",1,"Taxon121","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;_1"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;_1","Inhibitory",1,"Taxon122","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;_1"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;viridiflava;_2","Inhibitory",1,"Taxon123","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;viridiflava;_2"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_14","Inhibitory",1,"Taxon124","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_14"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_15","Inhibitory",1,"Taxon125","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_15"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_16","Inhibitory",1,"Taxon126","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_16"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_17","Inhibitory",1,"Taxon127","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_17"
"Woodhams:Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;[Weeksellaceae];Chryseobacterium;_7","Inhibitory",1,"Taxon128","Woodhams","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;[Weeksellaceae];Chryseobacterium;_7"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_18","Inhibitory",1,"Taxon129","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_18"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_19","Inhibitory",1,"Taxon130","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_19"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_20","Inhibitory",1,"Taxon131","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_20"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_21","Inhibitory",1,"Taxon132","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_21"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;_18","Inhibitory",1,"Taxon133","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;_18"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_22","Inhibitory",1,"Taxon134","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_22"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_23","Inhibitory",1,"Taxon135","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_23"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_24","Inhibitory",1,"Taxon136","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_24"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_25","Inhibitory",1,"Taxon137","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_25"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_26","Inhibitory",1,"Taxon138","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_26"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_27","Inhibitory",1,"Taxon139","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_27"
"Woodhams:Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;_6","Inhibitory",1,"Taxon140","Woodhams","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;_6"
"Woodhams:Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;_7","Inhibitory",1,"Taxon141","Woodhams","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;_7"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_28","Inhibitory",1,"Taxon142","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_28"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_29","Inhibitory",1,"Taxon143","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_29"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_30","Inhibitory",1,"Taxon144","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_30"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_31","Inhibitory",1,"Taxon145","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_31"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_32","Inhibitory",1,"Taxon146","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_32"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_33","Inhibitory",1,"Taxon147","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_33"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_34","Inhibitory",1,"Taxon148","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_34"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_35","Inhibitory",1,"Taxon149","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_35"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_36","Inhibitory",1,"Taxon150","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_36"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_37","Inhibitory",1,"Taxon151","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_37"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_38","Inhibitory",1,"Taxon152","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_38"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_39","Inhibitory",1,"Taxon153","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_39"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_40","Inhibitory",1,"Taxon154","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_40"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_41","Inhibitory",1,"Taxon155","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_41"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_42","Inhibitory",1,"Taxon156","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_42"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_43","Inhibitory",1,"Taxon157","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_43"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_44","Inhibitory",1,"Taxon158","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_44"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_45","Inhibitory",1,"Taxon159","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_45"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_46","Inhibitory",1,"Taxon160","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_46"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_47","Inhibitory",1,"Taxon161","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_47"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_48","Inhibitory",1,"Taxon162","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_48"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;_1","Inhibitory",1,"Taxon163","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;_1"
"Woodhams:Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;[Weeksellaceae];Chryseobacterium;_8","Inhibitory",1,"Taxon164","Woodhams","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;[Weeksellaceae];Chryseobacterium;_8"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_49","Inhibitory",1,"Taxon165","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_49"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_50","Inhibitory",1,"Taxon166","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_50"
"Woodhams:Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;[Weeksellaceae];Chryseobacterium;_9","Inhibitory",1,"Taxon167","Woodhams","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;[Weeksellaceae];Chryseobacterium;_9"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_51","Inhibitory",1,"Taxon168","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_51"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_52","Inhibitory",1,"Taxon169","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_52"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_53","Inhibitory",1,"Taxon170","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_53"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_54","Inhibitory",1,"Taxon171","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_54"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_55","Inhibitory",1,"Taxon172","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_55"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia;_4","Inhibitory",1,"Taxon173","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia;_4"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;_4","Inhibitory",1,"Taxon174","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;_4"
"Woodhams:Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycetaceae;_1","Inhibitory",1,"Taxon175","Woodhams","Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycetaceae;_1"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;_19","Inhibitory",1,"Taxon176","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;_19"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;_20","Inhibitory",1,"Taxon177","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;_20"
"Woodhams:Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;succinicans;_7","Inhibitory",1,"Taxon178","Woodhams","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;succinicans;_7"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_56","Non-Inhibitory",0,"Taxon179","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_56"
"Woodhams:Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;faecium;_1","Non-Inhibitory",0,"Taxon180","Woodhams","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;faecium;_1"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;_21","Non-Inhibitory",0,"Taxon181","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;_21"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_57","Non-Inhibitory",0,"Taxon182","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_57"
"Woodhams:Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;_1","Non-Inhibitory",0,"Taxon183","Woodhams","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;_1"
"Woodhams:Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;_1","Non-Inhibitory",0,"Taxon184","Woodhams","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;_1"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;_22","Non-Inhibitory",0,"Taxon185","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;_22"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;_23","Non-Inhibitory",0,"Taxon186","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;_23"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;_24","Non-Inhibitory",0,"Taxon187","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;_24"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;_5","Non-Inhibitory",0,"Taxon188","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;_5"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;_2","Non-Inhibitory",0,"Taxon189","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;_2"
"Woodhams:Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;[Weeksellaceae];Chryseobacterium;_10","Non-Inhibitory",0,"Taxon190","Woodhams","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;[Weeksellaceae];Chryseobacterium;_10"
"Woodhams:Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;_8","Non-Inhibitory",0,"Taxon191","Woodhams","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;_8"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;_4","Non-Inhibitory",0,"Taxon192","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;_4"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;_6","Non-Inhibitory",0,"Taxon193","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;_6"
"Woodhams:Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;_6","Non-Inhibitory",0,"Taxon194","Woodhams","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;_6"
"Woodhams:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_58","Non-Inhibitory",0,"Taxon195","Woodhams","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_58"
